,Team,Runner,Yards,Run Time,Min,Max,Avg,Nationality,Gen,Age,Yard 1,Yard 2,Yard 3,Yard 4,Yard 5,Yard 6,Yard 7,Yard 8,Yard 9,Yard 10,Yard 11,Yard 12,Yard 13,Yard 14,Yard 15,Yard 16,Yard 17,Yard 18,Yard 19,Yard 20,Yard 21,Yard 22,Yard 23,Yard 24,Yard 25,Yard 26,Yard 27,Yard 28,Yard 29,Yard 30,Yard 31,Yard 32,Yard 33,Yard 34,Yard 35,Yard 36,Yard 37,Yard 38,Yard 39,Yard 40,Yard 41,Yard 42,Yard 43,Yard 44,Yard 45,Yard 46,Yard 47,Yard 48,Yard 49,Yard 50,Yard 51,Yard 52,Yard 53,Yard 54,Yard 55,Yard 56,Yard 57,Yard 58,Yard 59,Yard 60,Yard 61,Yard 62,Yard 63,Yard 64,Yard 65,Yard 66,Yard 67,Yard 68,Yard 69,Yard 70,Yard 71,Yard 72,Yard 73,Yard 74,Yard 75
37,Finland,Emil Söderlund,39,30:55:12,44:20:00,51:20:00,47:34:00,Finland,M,45,45:15:00,47:30:00,44:20:00,47:52:00,46:40:00,47:30:00,46:40:00,47:45:00,48:30:00,48:05:00,48:55:00,48:25:00,48:00:00,48:20:00,48:00:00,49:15:00,48:55:00,45:35:00,46:40:00,45:45:00,45:40:00,47:20:00,46:35:00,47:00:00,48:00:00,47:25:00,49:20:00,50:40:00,47:15:00,47:05:00,45:40:00,44:40:00,46:50:00,46:30:00,47:40:00,49:30:00,48:40:00,50:05:00,51:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,United States,Maggie Guterl,39,34:02:06,44:02:00,58:10:00,52:22:00,USA,F,40,52:27:00,52:16:00,53:03:00,52:51:00,52:40:00,52:04:00,51:47:00,52:37:00,54:42:00,53:40:00,53:25:00,44:02:00,47:40:00,51:01:00,49:29:00,49:40:00,49:24:00,48:17:00,50:17:00,50:55:00,52:58:00,48:30:00,47:31:00,48:18:00,54:14:00,54:42:00,56:00:00,53:59:00,57:05:00,57:37:00,58:10:00,57:07:00,57:21:00,57:30:00,56:19:00,48:16:00,51:02:00,51:30:00,51:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,United Kingdom,Richie Hinson,39,34:18:41,50:38:00,59:48:00,52:47:00,English,M,,51:34:00,52:26:00,52:13:00,51:55:00,52:30:00,53:47:00,51:55:00,52:10:00,51:46:00,51:25:00,52:20:00,51:35:00,52:13:00,52:02:00,50:38:00,52:19:00,51:37:00,52:21:00,50:55:00,51:31:00,51:33:00,50:59:00,51:04:00,51:56:00,52:12:00,51:52:00,51:26:00,51:22:00,51:47:00,51:45:00,54:24:00,53:38:00,54:37:00,57:38:00,58:24:00,58:51:00,53:51:00,52:22:00,59:48:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Denmark,Stine Rex,38,28:49:50,41:45:00,48:55:00,45:31:00,Danish,F,41,44:30:00,47:00:00,46:00:00,46:00:00,46:00:00,47:00:00,48:35:00,45:30:00,47:17:00,44:33:00,46:50:00,47:15:00,47:10:00,48:55:00,47:00:00,47:20:00,47:30:00,46:50:00,43:50:00,45:35:00,43:10:00,46:45:00,46:10:00,41:45:00,43:15:00,44:50:00,43:35:00,43:30:00,45:35:00,42:10:00,42:05:00,42:45:00,45:30:00,45:35:00,46:00:00,45:30:00,45:10:00,45:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Belgium,Jean Fanny,38,31:04:39,39:57:00,56:41:00,49:04:00,FR,F,40,43:53:00,50:21:00,46:15:00,48:05:00,46:33:00,49:16:00,48:45:00,45:54:00,45:47:00,47:07:00,45:57:00,53:00:00,47:31:00,50:03:00,47:36:00,48:42:00,50:19:00,39:57:00,42:54:00,47:09:00,45:06:00,47:39:00,47:32:00,47:10:00,46:15:00,48:27:00,48:21:00,52:14:00,53:12:00,52:11:00,52:21:00,52:57:00,53:38:00,53:11:00,53:26:00,55:01:00,54:13:00,56:41:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Ukraine,Viktoriia Nikolaienko ,38,31:25:52,42:37:00,57:38:00,49:38:00,Ukraine,F,33,47:13:00,52:05:00,44:37:00,44:38:00,45:21:00,46:39:00,45:51:00,45:57:00,45:49:00,46:10:00,46:53:00,42:37:00,46:49:00,45:47:00,47:44:00,52:10:00,45:46:00,43:46:00,47:19:00,47:54:00,51:13:00,56:56:00,44:44:00,49:03:00,52:32:00,50:59:00,50:59:00,52:18:00,51:56:00,52:27:00,55:45:00,52:43:00,53:20:00,57:38:00,54:32:00,56:11:00,55:47:00,55:44:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,France,Matthieu Tharion,38,32:39:09,36:15:00,58:52:00,51:33:00,France,M,36,51:36:00,54:38:00,52:21:00,55:20:00,36:18:00,56:39:00,56:20:00,55:28:00,43:29:00,55:27:00,55:37:00,50:14:00,48:45:00,52:30:00,49:33:00,51:57:00,55:17:00,36:15:00,54:24:00,46:51:00,54:38:00,54:43:00,48:38:00,47:51:00,54:50:00,54:27:00,53:10:00,44:06:00,42:34:00,55:12:00,50:51:00,53:28:00,51:33:00,51:25:00,56:25:00,52:40:00,54:47:00,58:52:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,United Kingdom,Johnny Breen,38,32:59:24,48:23:00,57:41:00,52:05:00,Northern Ireland,M,,50:55:00,51:09:00,50:40:00,50:10:00,51:30:00,52:56:00,49:51:00,51:54:00,52:09:00,50:17:00,52:35:00,48:23:00,50:34:00,49:49:00,50:17:00,50:03:00,51:02:00,53:21:00,52:17:00,49:55:00,51:47:00,53:18:00,51:16:00,50:23:00,53:50:00,50:01:00,49:30:00,52:43:00,52:50:00,54:43:00,54:30:00,55:56:00,52:12:00,55:15:00,54:28:00,56:47:00,57:41:00,52:27:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Ireland,Pat Staunton,38,33:16:27,46:40:00,56:01:00,52:32:00,Irish,M,,48:23:00,49:50:00,49:27:00,49:48:00,50:29:00,50:13:00,49:23:00,51:08:00,51:47:00,51:14:00,49:12:00,50:03:00,50:58:00,50:21:00,46:40:00,52:38:00,54:49:00,55:07:00,55:32:00,55:33:00,55:36:00,53:25:00,53:48:00,52:22:00,51:40:00,52:49:00,51:25:00,53:12:00,54:44:00,55:25:00,55:39:00,56:01:00,54:31:00,54:43:00,54:03:00,53:38:00,55:14:00,55:37:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,France,Dominique Jacquemet,37,28:54:57,39:56:00,51:13:00,46:53:00,France,M,58,47:54:00,48:49:00,49:17:00,47:51:00,47:19:00,48:22:00,48:08:00,45:28:00,47:06:00,48:03:00,44:24:00,45:38:00,45:57:00,47:31:00,46:10:00,46:31:00,46:41:00,45:48:00,46:17:00,45:18:00,45:31:00,46:22:00,45:16:00,50:37:00,39:56:00,46:43:00,46:36:00,46:32:00,44:50:00,43:24:00,48:40:00,45:40:00,47:15:00,46:03:00,51:12:00,51:13:00,50:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Denmark,Jakob Larni Nielsen,37,29:23:02,43:00:00,50:50:00,47:39:00,Danish,M,34,46:00:00,49:00:00,48:00:00,47:00:00,48:00:00,48:00:00,49:15:00,48:00:00,43:00:00,45:00:00,47:45:00,47:15:00,45:35:00,46:00:00,48:50:00,47:50:00,49:00:00,48:20:00,47:45:00,43:50:00,46:00:00,48:15:00,49:00:00,48:05:00,47:45:00,48:15:00,48:45:00,48:25:00,49:10:00,47:50:00,46:35:00,48:10:00,48:20:00,47:00:00,48:30:00,48:42:00,50:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,France,Maxime Gauduin,37,30:06:01,36:31:00,56:06:00,48:49:00,France,M,33,46:02:00,51:35:00,48:15:00,48:47:00,48:26:00,36:31:00,49:48:00,47:56:00,38:17:00,51:38:00,48:28:00,49:28:00,48:32:00,50:24:00,47:26:00,49:40:00,50:23:00,49:18:00,48:15:00,48:02:00,46:53:00,48:22:00,44:24:00,50:34:00,48:07:00,49:33:00,50:20:00,49:30:00,49:02:00,50:49:00,48:45:00,51:25:00,47:38:00,51:17:00,51:13:00,54:52:00,56:06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Sweden,Mikael Blomqvist,37,31:17:07,48:29:00,57:00:00,50:44:00,Sweden,M,44,51:18:00,53:10:00,51:00:00,50:33:00,49:29:00,50:02:00,49:11:00,50:38:00,50:50:00,49:35:00,49:57:00,49:52:00,48:34:00,49:09:00,49:47:00,49:12:00,50:19:00,49:41:00,49:18:00,48:29:00,51:16:00,50:26:00,49:46:00,50:53:00,50:03:00,49:58:00,49:46:00,50:07:00,51:02:00,52:03:00,52:41:00,54:36:00,52:01:00,50:45:00,51:30:00,53:10:00,57:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Sweden,Johnny Hällneby,37,33:33:00,46:33:00,59:17:00,54:24:00,Sweden,M,48,55:45:00,55:14:00,53:29:00,56:05:00,56:33:00,55:27:00,49:09:00,55:40:00,54:22:00,55:41:00,55:02:00,54:51:00,51:46:00,51:35:00,46:35:00,55:17:00,52:47:00,46:33:00,54:07:00,53:07:00,53:49:00,53:17:00,54:20:00,54:49:00,54:45:00,53:50:00,54:51:00,56:23:00,55:30:00,55:38:00,52:43:00,51:41:00,57:41:00,57:59:00,58:20:00,59:02:00,59:17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Belgium,Steyaert Ivo,36,24:57:04,34:50:00,52:26:00,41:35:00,BE,M,50,34:50:00,35:48:00,44:35:00,38:05:00,41:17:00,40:26:00,40:00:00,45:53:00,41:37:00,40:35:00,39:54:00,39:25:00,40:27:00,39:41:00,39:23:00,39:51:00,40:09:00,41:12:00,39:30:00,39:52:00,39:19:00,39:48:00,45:57:00,39:33:00,39:50:00,39:53:00,41:37:00,41:38:00,42:15:00,52:08:00,44:33:00,42:26:00,41:29:00,52:26:00,43:31:00,48:11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Canada,Adela (Del) Salt,36,27:42:10,42:50:00,51:51:00,46:10:00,Canadian/English,F,47,47:19:00,46:16:00,45:32:00,46:22:00,46:17:00,45:45:00,45:47:00,45:25:00,46:15:00,46:09:00,45:52:00,46:54:00,46:49:00,48:01:00,46:36:00,46:28:00,46:01:00,45:48:00,46:16:00,45:31:00,45:50:00,45:21:00,45:27:00,44:45:00,45:57:00,45:10:00,42:50:00,45:53:00,47:32:00,45:31:00,44:12:00,43:50:00,45:47:00,45:42:00,51:09:00,51:51:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Ukraine,Dmytro Krasnov ,36,29:27:08,40:30:00,55:23:00,49:05:00,Ukraine,M,47,50:07:00,48:16:00,48:46:00,48:25:00,49:18:00,43:37:00,46:26:00,43:40:00,48:12:00,51:48:00,48:55:00,50:46:00,53:27:00,48:16:00,46:14:00,51:25:00,46:15:00,47:13:00,46:04:00,40:30:00,51:12:00,47:58:00,49:10:00,47:40:00,47:33:00,49:40:00,48:42:00,49:49:00,50:49:00,46:48:00,53:12:00,52:27:00,50:57:00,55:10:00,52:58:00,55:23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Finland,Ville Niemenmaa,36,30:15:26,47:49:00,54:25:00,50:26:00,Finland,M,47,47:49:00,48:53:00,48:36:00,49:05:00,49:15:00,49:30:00,48:50:00,50:08:00,50:15:00,50:50:00,50:30:00,50:10:00,50:05:00,50:05:00,49:30:00,50:30:00,50:50:00,50:20:00,49:35:00,49:35:00,49:15:00,50:10:00,50:10:00,49:40:00,49:30:00,49:55:00,51:00:00,51:45:00,52:00:00,52:05:00,50:50:00,52:10:00,53:35:00,52:05:00,52:30:00,54:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Spain,Jorge Manuel García Rodríguez,36,30:18:06,44:50:00,54:16:00,50:30:00,Spain,M,47,48:13:00,50:39:00,51:09:00,49:47:00,49:48:00,50:48:00,51:12:00,51:38:00,47:35:00,50:06:00,51:17:00,50:02:00,50:02:00,51:41:00,51:09:00,51:01:00,44:50:00,50:47:00,50:15:00,48:12:00,47:26:00,51:20:00,49:33:00,49:33:00,49:34:00,51:46:00,47:28:00,53:41:00,53:44:00,53:14:00,52:56:00,52:44:00,54:16:00,52:58:00,51:11:00,46:31:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,France,Liess Makhlouf,36,30:49:06,48:13:00,54:52:00,51:22:00,France,M,41,51:32:00,53:48:00,52:00:00,51:35:00,52:15:00,52:09:00,52:40:00,52:44:00,52:33:00,52:50:00,53:34:00,53:34:00,49:37:00,48:13:00,49:16:00,51:21:00,48:13:00,51:56:00,49:35:00,51:10:00,49:44:00,49:25:00,50:20:00,51:42:00,50:27:00,54:18:00,50:29:00,49:47:00,50:33:00,51:04:00,49:43:00,53:56:00,51:21:00,50:45:00,50:05:00,54:52:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,United Kingdom,Ian Mac Miles,36,31:10:46,48:22:00,56:01:00,51:58:00,Northern Ireland,M,,48:46:00,51:34:00,49:38:00,48:22:00,49:01:00,51:30:00,51:59:00,52:04:00,52:14:00,51:09:00,51:19:00,50:11:00,50:10:00,50:29:00,50:40:00,51:31:00,53:09:00,51:44:00,51:55:00,50:05:00,49:58:00,51:13:00,52:32:00,51:55:00,54:58:00,54:47:00,52:45:00,52:48:00,53:09:00,53:39:00,54:35:00,54:28:00,53:03:00,54:05:00,53:20:00,56:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Belgium,Hardenne Frédérick,36,31:29:14,43:16:00,55:47:00,52:29:00,BE,M,52,50:10:00,55:06:00,54:34:00,54:44:00,54:03:00,54:26:00,52:43:00,52:41:00,53:34:00,53:30:00,53:44:00,53:00:00,53:23:00,52:59:00,52:45:00,52:48:00,52:25:00,53:03:00,52:22:00,52:22:00,49:10:00,52:38:00,52:51:00,52:18:00,47:25:00,46:02:00,43:16:00,52:45:00,53:12:00,52:33:00,52:22:00,52:52:00,53:31:00,53:30:00,54:40:00,55:47:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Canada,Dave Stevens,35,25:11:13,33:24:00,47:43:00,43:11:00,Canadian,M,37,47:19:00,46:16:00,44:29:00,42:32:00,41:20:00,40:44:00,47:21:00,42:59:00,40:15:00,45:39:00,45:14:00,41:36:00,44:36:00,46:30:00,40:15:00,45:41:00,43:23:00,42:10:00,46:19:00,44:10:00,42:11:00,45:22:00,45:31:00,42:07:00,38:37:00,39:40:00,38:32:00,42:48:00,41:31:00,43:45:00,42:31:00,43:30:00,45:13:00,47:43:00,33:24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Spain,Gonzalo Novoa Rodríguez,35,29:35:10,48:03:00,53:12:00,50:43:00,Spain,M,36,48:21:00,51:04:00,51:12:00,49:58:00,49:57:00,50:41:00,51:11:00,51:16:00,50:09:00,50:25:00,51:04:00,50:39:00,49:44:00,51:16:00,51:04:00,51:25:00,50:36:00,51:05:00,48:31:00,48:03:00,48:24:00,49:09:00,49:06:00,49:06:00,50:53:00,51:15:00,51:10:00,52:49:00,53:07:00,51:06:00,52:30:00,51:54:00,52:37:00,53:12:00,51:11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,New Zealand,Adam Keen,35,30:00:13,43:58:00,56:14:00,51:26:00,New Zealand,M,,49:52:00,51:15:00,50:57:00,52:58:00,51:10:00,43:58:00,47:14:00,51:11:00,53:27:00,53:17:00,50:36:00,52:06:00,52:40:00,50:28:00,53:26:00,53:04:00,50:33:00,51:30:00,53:25:00,52:57:00,52:46:00,48:29:00,49:15:00,49:05:00,51:51:00,52:52:00,52:53:00,50:30:00,54:12:00,49:09:00,45:05:00,54:18:00,53:46:00,56:14:00,53:44:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Belgium,De Graef Yvan,34,21:34:55,34:20:00,58:55:00,38:05:00,BE,M,40,34:51:00,35:49:00,37:24:00,37:57:00,36:48:00,37:42:00,34:38:00,34:36:00,36:30:00,37:40:00,35:32:00,36:34:00,36:08:00,37:06:00,37:35:00,35:10:00,37:34:00,39:32:00,34:20:00,36:52:00,36:57:00,35:30:00,37:05:00,34:43:00,37:36:00,39:53:00,36:44:00,35:13:00,37:50:00,40:56:00,38:09:00,47:27:00,47:39:00,58:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Belgium,De Cock Jozef,34,25:06:02,37:04:00,52:27:00,44:18:00,BE,M,35,37:10:00,37:04:00,42:12:00,43:30:00,43:35:00,43:50:00,43:48:00,43:30:00,43:51:00,43:40:00,43:12:00,42:54:00,43:11:00,44:23:00,44:54:00,46:12:00,45:22:00,45:08:00,42:56:00,43:21:00,43:35:00,43:58:00,43:46:00,43:26:00,44:07:00,44:13:00,44:31:00,45:42:00,46:27:00,47:11:00,48:14:00,46:39:00,48:03:00,52:27:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Sweden,Niclas Gällentoft,34,27:19:51,44:25:00,53:12:00,48:14:00,Sweden,M,48,48:01:00,50:04:00,45:52:00,46:56:00,46:45:00,46:21:00,49:35:00,49:13:00,46:04:00,48:09:00,47:09:00,48:32:00,46:44:00,47:16:00,48:26:00,47:38:00,48:51:00,47:00:00,46:20:00,44:25:00,44:30:00,48:33:00,47:06:00,48:50:00,48:42:00,48:48:00,49:05:00,48:33:00,50:56:00,51:55:00,47:11:00,52:17:00,50:52:00,53:12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Singapore,Abimanyu Shunmugam,34,27:21:35,44:58:00,53:00:00,48:17:00,SINGAPOREAN,M,49,53:00:00,51:00:00,50:30:00,48:33:00,50:00:00,51:00:00,47:13:00,49:15:00,48:50:00,49:23:00,46:36:00,48:51:00,48:18:00,46:54:00,47:28:00,45:30:00,48:30:00,47:44:00,47:07:00,47:30:00,46:43:00,48:19:00,48:55:00,50:53:00,49:49:00,50:22:00,46:35:00,44:58:00,46:08:00,45:16:00,46:58:00,46:59:00,48:32:00,47:56:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Spain,Fernando Soriano Rubio ,34,27:27:44,43:07:00,53:21:00,48:28:00,Spain,M,46,46:56:00,49:23:00,48:36:00,48:41:00,46:37:00,46:59:00,48:39:00,43:07:00,49:21:00,48:31:00,49:37:00,48:38:00,48:57:00,49:35:00,48:07:00,49:57:00,49:17:00,50:01:00,46:24:00,46:05:00,44:41:00,45:32:00,46:08:00,46:08:00,48:21:00,48:42:00,49:02:00,48:51:00,50:09:00,48:50:00,51:38:00,51:07:00,51:46:00,53:21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Ireland,Mark Walker [ Harold ],34,27:32:10,44:55:00,53:32:00,48:36:00,Northern Ireland,M,,46:34:00,48:20:00,48:58:00,46:53:00,48:20:00,47:38:00,46:58:00,50:02:00,47:14:00,50:17:00,49:22:00,48:20:00,50:53:00,49:07:00,46:42:00,48:25:00,47:39:00,47:03:00,49:20:00,45:30:00,47:02:00,44:55:00,46:51:00,50:46:00,44:56:00,48:35:00,45:09:00,51:07:00,47:46:00,53:32:00,53:18:00,51:12:00,49:54:00,53:32:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Finland,Jari Soikkeli,34,27:39:25,44:35:00,53:50:00,48:48:00,Finland,M,50,44:55:00,47:20:00,44:35:00,47:50:00,47:05:00,48:15:00,49:10:00,49:00:00,49:10:00,48:30:00,49:10:00,49:40:00,48:35:00,49:25:00,49:35:00,50:30:00,50:00:00,46:25:00,48:00:00,47:15:00,47:50:00,49:25:00,49:00:00,50:05:00,48:25:00,47:05:00,50:45:00,51:20:00,49:35:00,49:40:00,48:15:00,48:00:00,51:45:00,53:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Germany,Harald Menzel,34,28:06:49,40:12:00,58:21:00,49:37:00,Germany,M,42,40:12:00,43:57:00,44:24:00,44:55:00,46:22:00,45:46:00,46:50:00,47:27:00,48:27:00,48:00:00,46:07:00,45:58:00,49:09:00,50:37:00,49:53:00,49:03:00,49:15:00,49:18:00,49:38:00,49:13:00,48:17:00,47:59:00,48:07:00,51:56:00,55:18:00,50:08:00,53:24:00,50:40:00,54:06:00,55:22:00,55:02:00,55:37:00,58:01:00,58:21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Canada,Victoria Brown,34,28:10:12,44:10:00,57:11:00,49:43:00,Canadian/Hungarian,F,45,44:10:00,47:51:00,47:16:00,45:15:00,46:39:00,46:48:00,47:26:00,47:10:00,46:31:00,46:49:00,47:42:00,48:56:00,47:46:00,48:26:00,50:04:00,48:29:00,50:24:00,50:18:00,51:58:00,48:13:00,48:53:00,50:17:00,48:28:00,50:12:00,53:07:00,51:15:00,52:01:00,51:42:00,54:14:00,53:36:00,52:26:00,53:24:00,55:15:00,57:11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Belgium,Badot Benoît,34,28:16:40,39:06:00,59:10:00,49:54:00,BE,M,34,49:11:00,51:23:00,50:02:00,50:35:00,50:58:00,50:41:00,50:33:00,50:39:00,46:10:00,50:35:00,51:25:00,49:53:00,40:02:00,50:14:00,49:21:00,50:14:00,49:14:00,43:50:00,48:22:00,47:50:00,56:28:00,48:23:00,56:54:00,39:06:00,48:50:00,48:49:00,47:50:00,47:53:00,51:02:00,49:30:00,51:26:00,51:27:00,58:40:00,59:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,New Zealand,Glenn Sutton,34,28:45:44,46:50:00,58:55:00,50:45:00,New Zealand,M,,49:52:00,50:47:00,49:39:00,49:59:00,49:12:00,48:54:00,46:50:00,50:36:00,48:38:00,50:11:00,50:15:00,48:42:00,50:19:00,50:09:00,50:02:00,50:34:00,50:56:00,50:14:00,50:02:00,50:32:00,50:56:00,50:48:00,50:18:00,48:20:00,49:15:00,48:56:00,51:45:00,50:08:00,52:14:00,51:34:00,50:16:00,57:30:00,58:26:00,58:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,United States,Olivier Leblond,34,29:02:24,43:32:00,58:08:00,51:15:00,USA,M,48,52:26:00,51:55:00,53:07:00,52:50:00,52:19:00,53:21:00,52:00:00,52:36:00,54:49:00,53:49:00,53:39:00,43:32:00,44:22:00,46:44:00,47:42:00,47:55:00,48:08:00,47:06:00,49:16:00,48:18:00,48:19:00,48:11:00,48:00:00,47:48:00,54:49:00,52:11:00,52:49:00,54:06:00,52:57:00,53:56:00,54:57:00,53:34:00,56:45:00,58:08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Spain,Simon Gfeller,34,29:04:17,49:20:00,55:28:00,51:18:00,Switzerland,M,49,49:20:00,49:53:00,51:23:00,49:55:00,50:14:00,50:51:00,51:21:00,52:01:00,50:15:00,50:44:00,51:38:00,50:53:00,51:01:00,51:51:00,51:51:00,52:33:00,51:19:00,51:42:00,51:17:00,49:32:00,50:24:00,50:15:00,50:12:00,50:12:00,51:58:00,51:41:00,51:04:00,51:49:00,51:19:00,51:28:00,52:53:00,53:03:00,52:57:00,55:28:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Ukraine,Oleg Chyzhyk ,33,24:53:38,41:35:00,51:11:00,45:16:00,Ukraine,M,41,41:53:00,42:58:00,43:28:00,44:05:00,44:41:00,45:21:00,45:30:00,43:57:00,46:48:00,44:59:00,45:12:00,43:34:00,43:59:00,45:52:00,46:11:00,45:59:00,42:29:00,41:35:00,44:25:00,43:47:00,44:20:00,43:06:00,45:26:00,45:37:00,45:43:00,44:01:00,46:29:00,47:34:00,48:29:00,47:41:00,46:30:00,51:11:00,50:48:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Denmark,Thure Tornbo Baastrup,33,26:16:24,44:00:00,56:25:00,47:46:00,Danish,M,39,44:00:00,46:40:00,46:00:00,47:00:00,46:00:00,47:00:00,45:00:00,44:20:00,45:00:00,45:19:00,46:35:00,46:20:00,46:50:00,46:10:00,47:00:00,46:40:00,47:55:00,47:00:00,45:40:00,46:20:00,47:30:00,47:50:00,48:40:00,49:05:00,49:15:00,51:30:00,50:55:00,50:30:00,52:45:00,53:30:00,56:25:00,45:10:00,50:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Canada,Mike Huber,33,26:47:29,44:04:00,54:00:00,48:43:00,Canadian,M,46,44:10:00,46:15:00,47:19:00,47:15:00,46:19:00,44:38:00,46:44:00,46:34:00,49:37:00,44:45:00,49:13:00,44:04:00,48:26:00,46:42:00,47:10:00,46:21:00,48:09:00,48:24:00,48:46:00,48:09:00,49:03:00,47:23:00,49:54:00,49:24:00,50:35:00,52:33:00,52:37:00,54:00:00,50:52:00,52:59:00,53:34:00,52:49:00,52:46:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Singapore,Wong Hoong Wei,33,27:23:23,47:30:00,53:14:00,49:48:00,SINGAPOREAN,M,40,53:00:00,52:00:00,50:00:00,50:03:00,49:15:00,50:22:00,50:26:00,49:18:00,50:18:00,50:10:00,47:57:00,48:55:00,49:15:00,47:30:00,48:28:00,48:17:00,50:01:00,48:01:00,47:56:00,47:35:00,47:53:00,49:55:00,48:56:00,50:54:00,48:43:00,48:54:00,49:40:00,49:44:00,53:14:00,52:19:00,52:43:00,49:15:00,52:26:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,United States,Amelia Boone,33,27:44:17,44:04:00,56:12:00,50:26:00,USA,F,37,52:25:00,52:16:00,52:59:00,52:51:00,52:31:00,52:04:00,51:45:00,51:59:00,53:17:00,52:52:00,52:04:00,44:04:00,45:35:00,48:10:00,48:49:00,46:52:00,48:23:00,49:20:00,49:20:00,45:26:00,44:44:00,45:21:00,45:43:00,45:50:00,54:03:00,51:30:00,52:20:00,53:23:00,52:51:00,52:45:00,52:41:00,53:52:00,56:12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Spain,Ana Cristina Constantin,33,28:07:45,47:02:00,58:50:00,51:09:00,Romania,F,40,47:02:00,48:54:00,50:39:00,48:35:00,49:27:00,50:20:00,49:55:00,51:03:00,49:16:00,49:35:00,50:49:00,49:25:00,50:10:00,51:21:00,50:57:00,51:21:00,49:42:00,50:49:00,50:39:00,48:40:00,49:34:00,51:16:00,49:41:00,49:41:00,52:39:00,52:23:00,52:08:00,53:33:00,54:35:00,53:29:00,54:39:00,56:38:00,58:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
